%    ___                              _ _    _     
%   / __|___ _ __  _ __ _ _ ___ _____(_) |__| |___ 
%  | (__/ _ \ '  \| '_ \ '_/ -_|_-<_-< | '_ \ / -_)
%   \___\___/_|_|_| .__/_| \___/__/__/_|_.__/_\___|
%                 |_|                              
%   _            _         _         _        _                       _ 
%  | |_ _  _ _ _| |__ _  _| |___ _ _| |_   __| |_  __ _ _ _  _ _  ___| |
%  |  _| || | '_| '_ \ || | / -_) ' \  _| / _| ' \/ _` | ' \| ' \/ -_) |
%   \__|\_,_|_| |_.__/\_,_|_\___|_||_\__| \__|_||_\__,_|_||_|_||_\___|_|
%                                                                       
%      _      _        
%   __| |__ _| |_ __ _ 
%  / _` / _` |  _/ _` |
%  \__,_\__,_|\__\__,_|
%
%  Compressible turbulent channel data
%    by
%    Andrew Trettel and Johan Larsson
%    University of Maryland, College Park
%
%  Point of contact:
%    Andrew Trettel
%    andrew.trettel@gmail.com
%    University of California, Los Angeles
%    Department of Mechanical and Aerospace Engineering
%
%  Literature source:
%  "Mean velocity scaling for compressible wall turbulence with heat transfer"
%  Trettel, Andrew and Larsson, Johan, Physics of Fluids, 28, 026102 (2016),
%  DOI:http://dx.doi.org/10.1063/1.4942022
%
%  Notation used:
%     X'   - Fluctuation from Reynolds decomposition
%     X''  - Fluctuation from Favre decomposition
%    <X>   - Reynolds-averaged quantity
%    <X>_f - Favre-averaged quantity
%
%
%  Processed on 2016-11-23.
%
%     paper = M3.0R600
%  casename = c3d_r24000 
%   Ma_bulk = +3.00000150e+00 
%   Re_bulk = +2.39998080e+04 
%        Pr = +7.00000000e-01 
%     gamma = +1.40000000e+00 
%         R = +7.93650000e-02 
%     omega = +7.50000000e-01 
%
%       n_x = 1728 
%       n_y = 416 
%       n_z = 896 
%
%       T_w = +1.00000000e+00 
%     rho_w = +2.42131967e+00 
%      mu_w = +4.16670000e-05 
%     tau_w = +2.52380343e-03 
%       u_e = +1.14125977e+00 
%       T_e = +2.49121777e+00 
%     rho_e = +9.75933059e-01 
%      mu_e = +8.26230080e-05 
%
%     u_tau = +3.22850675e-02 
%      l_nu = +5.33013740e-04 
%     T_tau = -1.16216286e-01 
%
%       B_q = -1.16216286e-01 
%       q_w = -2.52358471e-03 
%
%    Re_tau = +1.87612424e+03 
%   Re_tau* = +6.00671153e+02 
%    Ma_tau = +9.68552509e-02 
%
%
%  Descriptions of columns
%  ( 1)               y: Wall-normal coordinate
%  ( 2)              y+: Wall-normal coordinate, scaled by viscous units
%  ( 3)            Y+tl: Wall-normal coordinate, transformed by the Trettel-Larsson transformation (semi-local scaling)
%  ( 4)             <u>: Reynolds-averaged streamwise velocity
%  ( 5)           <u>_f: Favre-averaged streamwise velocity
%  ( 6)              u+: Reynolds-averaged streamwise velocity, scaled by viscous units
%  ( 7)            U+vd: Reynolds-averaged streamwise velocity, transformed by the Van Driest transformation
%  ( 8)            U+vs: Reynolds-averaged streamwise velocity, transformed by the viscous sublayer transformation
%  ( 9)            U+tl: Reynolds-averaged streamwise velocity, transformed by the Trettel-Larsson transformation
%  (10)           <rho>: Reynolds-averaged density
%  (11)             <P>: Reynolds-averaged pressure
%  (12)             <T>: Reynolds-averaged temperature
%  (13)           <T>_f: Favre-averaged temperature
%  (14)              mu: Viscosity function evaluated at the Reynolds-averaged temperature
%  (15)      <u''u''>_f: Favre-averaged streamwise velocity fluctuations squared
%  (16)      <v''v''>_f: Favre-averaged wall-normal velocity fluctuations squared
%  (17)      <w''w''>_f: Favre-averaged spanwise velocity fluctuations squared
%  (18)      <u''v''>_f: Favre-averaged Reynolds shear stress
%  (19)      <rho'rho'>: Reynolds-averaged density fluctuations squared
%  (20)          <P'P'>: Reynolds-averaged pressure fluctuations squared
%  (21)      <T''T''>_f: Favre-averaged temperature fluctuations squared
%  (22)      <T''v''>_f: 
%
%
%                y,               y+,             Y+tl,              <u>,            <u>_f,               u+,             U+vd,             U+vs,             U+tl,            <rho>,              <P>,              <T>,            <T>_f,               mu,       <u''u''>_f,       <v''v''>_f,       <w''w''>_f,       <u''v''>_f,       <rho'rho'>,           <P'P'>,       <T''T''>_f,       <T''v''>_f,
   +1.75736370e-01,  +3.29703265e+02,  +1.09903368e+02,  +8.86097181e-01,  +8.84945559e-01,  +2.74460377e+01,  +2.08883211e+01,  +4.28875313e+01,  +1.67382085e+01,  +1.00268985e+00,  +1.91219326e-01,  +2.40376866e+00,  +2.40290302e+00,  +8.04380852e-05,  +7.87562856e-03,  +2.72118738e-03,  +4.06218245e-03,  -2.02400823e-03,  +9.86762272e-04,  +3.38403030e-05,  +3.97389340e-03,  -1.39731187e-03,
   +1.79348151e-01,  +3.36479413e+02,  +1.12072910e+02,  +8.88667730e-01,  +8.87544290e-01,  +2.75256581e+01,  +2.09395498e+01,  +4.30412756e+01,  +1.67874333e+01,  +1.00206434e+00,  +1.91226218e-01,  +2.40531963e+00,  +2.40448960e+00,  +8.04770076e-05,  +7.81702137e-03,  +2.71574718e-03,  +4.04222285e-03,  -2.01710609e-03,  +9.64003416e-04,  +3.34874161e-05,  +3.86775774e-03,  -1.37882129e-03,
   +1.83009940e-01,  +3.43349386e+02,  +1.14271696e+02,  +8.91239229e-01,  +8.90143409e-01,  +2.76053079e+01,  +2.09907817e+01,  +4.31951505e+01,  +1.68366821e+01,  +1.00145339e+00,  +1.91234092e-01,  +2.40685109e+00,  +2.40605553e+00,  +8.05154343e-05,  +7.75849883e-03,  +2.70988647e-03,  +4.02236668e-03,  -2.01006480e-03,  +9.41880616e-04,  +3.31402054e-05,  +3.76492553e-03,  -1.36049107e-03,
   +1.86722205e-01,  +3.50314055e+02,  +1.16499686e+02,  +8.93811751e-01,  +8.92742866e-01,  +2.76849894e+01,  +2.10420184e+01,  +4.33491597e+01,  +1.68859495e+01,  +1.00085088e+00,  +1.91241762e-01,  +2.40836284e+00,  +2.40760049e+00,  +8.05533604e-05,  +7.70015366e-03,  +2.70360024e-03,  +4.00247702e-03,  -2.00290343e-03,  +9.20427921e-04,  +3.27971885e-05,  +3.66547588e-03,  -1.34231160e-03,
   +1.90485405e-01,  +3.57374285e+02,  +1.18757530e+02,  +8.96384863e-01,  +8.95342214e-01,  +2.77646891e+01,  +2.10932517e+01,  +4.35032762e+01,  +1.69352356e+01,  +1.00026296e+00,  +1.91250419e-01,  +2.40985499e+00,  +2.40912462e+00,  +8.05907889e-05,  +7.64212503e-03,  +2.69686709e-03,  +3.98246132e-03,  -1.99564374e-03,  +8.99655290e-04,  +3.24594745e-05,  +3.56931238e-03,  -1.32424690e-03,
   +1.94299999e-01,  +3.64530938e+02,  +1.21045141e+02,  +8.98958023e-01,  +8.97940776e-01,  +2.78443904e+01,  +2.11444709e+01,  +4.36574668e+01,  +1.69845223e+01,  +9.99683395e-01,  +1.91258918e-01,  +2.41132800e+00,  +2.41062841e+00,  +8.06277316e-05,  +7.58455772e-03,  +2.68968049e-03,  +3.96233161e-03,  -1.98827215e-03,  +8.79554706e-04,  +3.21257151e-05,  +3.47625785e-03,  -1.30627650e-03,
   +1.98166442e-01,  +3.71784866e+02,  +1.23363122e+02,  +9.01530965e-01,  +9.00538446e-01,  +2.79240849e+01,  +2.11956712e+01,  +4.38117145e+01,  +1.70338119e+01,  +9.99117737e-01,  +1.91268396e-01,  +2.41278252e+00,  +2.41211271e+00,  +8.06642052e-05,  +7.52751341e-03,  +2.68203818e-03,  +3.94211062e-03,  -1.98072502e-03,  +8.60026296e-04,  +3.17969190e-05,  +3.38599589e-03,  -1.28838050e-03,
   +2.02085185e-01,  +3.79136915e+02,  +1.25711365e+02,  +9.04103947e-01,  +9.03135572e-01,  +2.80037806e+01,  +2.12468578e+01,  +4.39660340e+01,  +1.70831015e+01,  +9.98559756e-01,  +1.91277710e-01,  +2.41421905e+00,  +2.41357807e+00,  +8.07002219e-05,  +7.47079586e-03,  +2.67396348e-03,  +3.92171989e-03,  -1.97293706e-03,  +8.41000607e-04,  +3.14717557e-05,  +3.29830717e-03,  -1.27056040e-03,
   +2.06056675e-01,  +3.86587923e+02,  +1.28090484e+02,  +9.06677936e-01,  +9.05733305e-01,  +2.80835075e+01,  +2.12980503e+01,  +4.41204823e+01,  +1.71324171e+01,  +9.98014909e-01,  +1.91287943e-01,  +2.41563787e+00,  +2.41502489e+00,  +8.07357896e-05,  +7.41402380e-03,  +2.66547622e-03,  +3.90104961e-03,  -1.96487538e-03,  +8.22441469e-04,  +3.11510422e-05,  +3.21307745e-03,  -1.25280863e-03,
   +2.10081353e-01,  +3.94138719e+02,  +1.30500362e+02,  +9.09254197e-01,  +9.08332861e-01,  +2.81633048e+01,  +2.13492742e+01,  +4.42751346e+01,  +1.71817753e+01,  +9.97477173e-01,  +1.91297985e-01,  +2.41703948e+00,  +2.41645365e+00,  +8.07709208e-05,  +7.35696484e-03,  +2.65660023e-03,  +3.88020630e-03,  -1.95655683e-03,  +8.04343836e-04,  +3.08333006e-05,  +3.13008657e-03,  -1.23507654e-03,
   +2.14159657e-01,  +4.01790124e+02,  +1.32941582e+02,  +9.11833658e-01,  +9.10935207e-01,  +2.82432012e+01,  +2.14005480e+01,  +4.44300460e+01,  +1.72312005e+01,  +9.96951718e-01,  +1.91308896e-01,  +2.41842465e+00,  +2.41786514e+00,  +8.08056348e-05,  +7.29954854e-03,  +2.64734518e-03,  +3.85942767e-03,  -1.94802298e-03,  +7.86719327e-04,  +3.05192676e-05,  +3.04924234e-03,  -1.21734081e-03,
   +2.18292019e-01,  +4.09542949e+02,  +1.35414025e+02,  +9.14416757e-01,  +9.13540654e-01,  +2.83232103e+01,  +2.14518806e+01,  +4.45852422e+01,  +1.72806939e+01,  +9.96432828e-01,  +1.91319602e-01,  +2.41979373e+00,  +2.41925960e+00,  +8.08399409e-05,  +7.24189292e-03,  +2.63773300e-03,  +3.83886459e-03,  -1.93931243e-03,  +7.69626214e-04,  +3.02078471e-05,  +2.97065751e-03,  -1.19964822e-03,
   +2.22478866e-01,  +4.17397993e+02,  +1.37918312e+02,  +9.17003446e-01,  +9.16149187e-01,  +2.84033306e+01,  +2.15032714e+01,  +4.47407196e+01,  +1.73302621e+01,  +9.95925760e-01,  +1.91331129e-01,  +2.42114683e+00,  +2.42063716e+00,  +8.08738416e-05,  +7.18421834e-03,  +2.62777706e-03,  +3.81851699e-03,  -1.93044559e-03,  +7.53057908e-04,  +2.98997162e-05,  +2.89426987e-03,  -1.18202767e-03,
   +2.26720618e-01,  +4.25356047e+02,  +1.40454314e+02,  +9.19593355e-01,  +9.18760411e-01,  +2.84835506e+01,  +2.15547132e+01,  +4.48964554e+01,  +1.73798906e+01,  +9.95424897e-01,  +1.91342428e-01,  +2.42248422e+00,  +2.42199814e+00,  +8.09073440e-05,  +7.12658816e-03,  +2.61750441e-03,  +3.79827491e-03,  -1.92141691e-03,  +7.36973701e-04,  +2.95935708e-05,  +2.81985866e-03,  -1.16447241e-03,
   +2.31017689e-01,  +4.33417887e+02,  +1.43022627e+02,  +9.22186076e-01,  +9.21373993e-01,  +2.85638578e+01,  +2.16061979e+01,  +4.50524246e+01,  +1.74295787e+01,  +9.94935133e-01,  +1.91354468e-01,  +2.42380609e+00,  +2.42334284e+00,  +8.09404532e-05,  +7.06893020e-03,  +2.60695167e-03,  +3.77793964e-03,  -1.91222576e-03,  +7.21324042e-04,  +2.92900175e-05,  +2.74730117e-03,  -1.14698882e-03,
   +2.35370489e-01,  +4.41584281e+02,  +1.45623120e+02,  +9.24781332e-01,  +9.23989589e-01,  +2.86442434e+01,  +2.16577204e+01,  +4.52086097e+01,  +1.74793140e+01,  +9.94451026e-01,  +1.91366208e-01,  +2.42511246e+00,  +2.42467127e+00,  +8.09731697e-05,  +7.01112736e-03,  +2.59617228e-03,  +3.75728602e-03,  -1.90288995e-03,  +7.06099821e-04,  +2.89882329e-05,  +2.67660883e-03,  -1.12958568e-03,
   +2.39779418e-01,  +4.49855979e+02,  +1.48256369e+02,  +9.27378722e-01,  +9.26606886e-01,  +2.87246951e+01,  +2.17092729e+01,  +4.53649860e+01,  +1.75290956e+01,  +9.93977309e-01,  +1.91378605e-01,  +2.42640383e+00,  +2.42598397e+00,  +8.10055062e-05,  +6.95307425e-03,  +2.58518235e-03,  +3.73616586e-03,  -1.89341478e-03,  +6.91280196e-04,  +2.86892247e-05,  +2.60774765e-03,  -1.11222947e-03,
   +2.44244870e-01,  +4.58233721e+02,  +1.50922170e+02,  +9.29977461e-01,  +9.29225113e-01,  +2.88051887e+01,  +2.17608399e+01,  +4.55215057e+01,  +1.75789002e+01,  +9.93508592e-01,  +1.91390716e-01,  +2.42768131e+00,  +2.42728207e+00,  +8.10374908e-05,  +6.89491360e-03,  +2.57396845e-03,  +3.71467129e-03,  -1.88378426e-03,  +6.76851916e-04,  +2.83922298e-05,  +2.54063936e-03,  -1.09489498e-03,
   +2.48767231e-01,  +4.66718232e+02,  +1.53621038e+02,  +9.32576844e-01,  +9.31843677e-01,  +2.88857022e+01,  +2.18124077e+01,  +4.56781257e+01,  +1.76287200e+01,  +9.93049337e-01,  +1.91403512e-01,  +2.42894621e+00,  +2.42856694e+00,  +8.10691561e-05,  +6.83696171e-03,  +2.56250484e-03,  +3.69296740e-03,  -1.87395489e-03,  +6.62776078e-04,  +2.80978470e-05,  +2.47518812e-03,  -1.07758018e-03,
   +2.53346879e-01,  +4.75310222e+02,  +1.56352808e+02,  +9.35176569e-01,  +9.34462230e-01,  +2.89662262e+01,  +2.18639703e+01,  +4.58348272e+01,  +1.76785423e+01,  +9.92594556e-01,  +1.91416056e-01,  +2.43019880e+00,  +2.42983887e+00,  +8.11005092e-05,  +6.77954351e-03,  +2.55079740e-03,  +3.67112687e-03,  -1.86388543e-03,  +6.49025317e-04,  +2.78054886e-05,  +2.41146318e-03,  -1.06033588e-03,
   +2.57984185e-01,  +4.84010383e+02,  +1.59118146e+02,  +9.37776134e-01,  +9.37080318e-01,  +2.90467453e+01,  +2.19155181e+01,  +4.59915793e+01,  +1.77283658e+01,  +9.92149245e-01,  +1.91429240e-01,  +2.43143807e+00,  +2.43109689e+00,  +8.11315249e-05,  +6.72285024e-03,  +2.53887418e-03,  +3.64916612e-03,  -1.85357671e-03,  +6.35572461e-04,  +2.75166553e-05,  +2.34964271e-03,  -1.04324709e-03,
   +2.62679508e-01,  +4.92819393e+02,  +1.61916965e+02,  +9.40374679e-01,  +9.39697068e-01,  +2.91272329e+01,  +2.19670342e+01,  +4.61483295e+01,  +1.77781688e+01,  +9.91708795e-01,  +1.91442098e-01,  +2.43266295e+00,  +2.43233996e+00,  +8.11621768e-05,  +6.66675339e-03,  +2.52680208e-03,  +3.62712484e-03,  -1.84304559e-03,  +6.22395687e-04,  +2.72317831e-05,  +2.28973247e-03,  -1.02636437e-03,
   +2.67433202e-01,  +5.01737913e+02,  +1.64749809e+02,  +9.42971950e-01,  +9.42312319e-01,  +2.92076809e+01,  +2.20185137e+01,  +4.63050616e+01,  +1.78279526e+01,  +9.91277262e-01,  +1.91455436e-01,  +2.43387356e+00,  +2.43356835e+00,  +8.11924674e-05,  +6.61089837e-03,  +2.51466305e-03,  +3.60494100e-03,  -1.83227252e-03,  +6.09453009e-04,  +2.69525022e-05,  +2.23148569e-03,  -1.00965697e-03,
   +2.72245608e-01,  +5.10766585e+02,  +1.67616406e+02,  +9.45568422e-01,  +9.44926582e-01,  +2.92881042e+01,  +2.20699662e+01,  +4.64618037e+01,  +1.78777181e+01,  +9.90849285e-01,  +1.91468296e-01,  +2.43507076e+00,  +2.43478300e+00,  +8.12224191e-05,  +6.55507713e-03,  +2.50254136e-03,  +3.58250006e-03,  -1.82123629e-03,  +5.96721375e-04,  +2.66782223e-05,  +2.17462061e-03,  -9.93051671e-04,
   +2.77117059e-01,  +5.19906032e+02,  +1.70517269e+02,  +9.48164685e-01,  +9.47540540e-01,  +2.93685211e+01,  +2.21214036e+01,  +4.66185906e+01,  +1.79274823e+01,  +9.90428867e-01,  +1.91481496e-01,  +2.43625508e+00,  +2.43598443e+00,  +8.12520449e-05,  +6.49926726e-03,  +2.49048027e-03,  +3.55977535e-03,  -1.80994148e-03,  +5.84208694e-04,  +2.64086985e-05,  +2.11906848e-03,  -9.76508631e-04,
   +2.82047876e-01,  +5.29156857e+02,  +1.73452208e+02,  +9.50761458e-01,  +9.50154859e-01,  +2.94489537e+01,  +2.21728401e+01,  +4.67754652e+01,  +1.79772527e+01,  +9.90011577e-01,  +1.91494184e-01,  +2.43742666e+00,  +2.43717267e+00,  +8.12813484e-05,  +6.44354838e-03,  +2.47848566e-03,  +3.53677615e-03,  -1.79842341e-03,  +5.71950395e-04,  +2.61420830e-05,  +2.06485035e-03,  -9.60025198e-04,
   +2.87038371e-01,  +5.38519646e+02,  +1.76421782e+02,  +9.53359416e-01,  +9.52770207e-01,  +2.95294230e+01,  +2.22242894e+01,  +4.69324677e+01,  +1.80270488e+01,  +9.89601848e-01,  +1.91507242e-01,  +2.43858581e+00,  +2.43834799e+00,  +8.13103375e-05,  +6.38793754e-03,  +2.46650511e-03,  +3.51347033e-03,  -1.78675601e-03,  +5.59953297e-04,  +2.58778552e-05,  +2.01197567e-03,  -9.43617465e-04,
   +2.92088843e-01,  +5.47994959e+02,  +1.79425850e+02,  +9.55958677e-01,  +9.55386610e-01,  +2.96099327e+01,  +2.22757540e+01,  +4.70896046e+01,  +1.80768678e+01,  +9.89195924e-01,  +1.91519932e-01,  +2.43973241e+00,  +2.43951022e+00,  +8.13390092e-05,  +6.33249638e-03,  +2.45445520e-03,  +3.48986884e-03,  -1.77502393e-03,  +5.48209070e-04,  +2.56141697e-05,  +1.96046457e-03,  -9.27334349e-04,
   +2.97199581e-01,  +5.57583339e+02,  +1.82465021e+02,  +9.58559004e-01,  +9.58003908e-01,  +2.96904755e+01,  +2.23272291e+01,  +4.72468611e+01,  +1.81267124e+01,  +9.88798426e-01,  +1.91533143e-01,  +2.44086625e+00,  +2.44065924e+00,  +8.13673587e-05,  +6.27728862e-03,  +2.44224917e-03,  +3.46605083e-03,  -1.76324793e-03,  +5.36657373e-04,  +2.53501601e-05,  +1.91009770e-03,  -9.11197641e-04,
   +3.02370861e-01,  +5.67285303e+02,  +1.85539105e+02,  +9.61160361e-01,  +9.60622098e-01,  +2.97710501e+01,  +2.23787144e+01,  +4.74042344e+01,  +1.81765764e+01,  +9.88405382e-01,  +1.91546118e-01,  +2.44198739e+00,  +2.44179519e+00,  +8.13953875e-05,  +6.22242246e-03,  +2.42984696e-03,  +3.44207742e-03,  -1.75138666e-03,  +5.25250580e-04,  +2.50842743e-05,  +1.86053974e-03,  -8.95208327e-04,
   +3.07602947e-01,  +5.77101347e+02,  +1.88648691e+02,  +9.63762562e-01,  +9.63241007e-01,  +2.98516508e+01,  +2.24302062e+01,  +4.75617127e+01,  +1.82264633e+01,  +9.88021013e-01,  +1.91559645e-01,  +2.44309540e+00,  +2.44291762e+00,  +8.14230847e-05,  +6.16815402e-03,  +2.41724260e-03,  +3.41785912e-03,  -1.73941545e-03,  +5.14003231e-04,  +2.48168282e-05,  +1.81174090e-03,  -8.79388030e-04,
   +3.12896091e-01,  +5.87031941e+02,  +1.91793681e+02,  +9.66365307e-01,  +9.65860203e-01,  +2.99322684e+01,  +2.24816989e+01,  +4.77192771e+01,  +1.82763635e+01,  +9.87641764e-01,  +1.91572932e-01,  +2.44418905e+00,  +2.44402519e+00,  +8.14504201e-05,  +6.11449510e-03,  +2.40446274e-03,  +3.39322333e-03,  -1.72731301e-03,  +5.02970627e-04,  +2.45474992e-05,  +1.76400751e-03,  -8.63771365e-04,
   +3.18250528e-01,  +5.97077530e+02,  +1.94974772e+02,  +9.68968589e-01,  +9.68479599e-01,  +3.00129027e+01,  +2.25331924e+01,  +4.78769265e+01,  +1.83262856e+01,  +9.87272123e-01,  +1.91586715e-01,  +2.44526673e+00,  +2.44511616e+00,  +8.14773530e-05,  +6.06120956e-03,  +2.39152526e-03,  +3.36805165e-03,  -1.71502784e-03,  +4.92180568e-04,  +2.42769206e-05,  +1.71776887e-03,  -8.48378023e-04,
   +3.23666483e-01,  +6.07238536e+02,  +1.98191844e+02,  +9.71572386e-01,  +9.71099057e-01,  +3.00935529e+01,  +2.25846865e+01,  +4.80346588e+01,  +1.83762252e+01,  +9.86908572e-01,  +1.91600242e-01,  +2.44632745e+00,  +2.44618958e+00,  +8.15038595e-05,  +6.00817179e-03,  +2.37844405e-03,  +3.34227483e-03,  -1.70252920e-03,  +4.81612082e-04,  +2.40048662e-05,  +1.67307238e-03,  -8.33174985e-04,
   +3.29144166e-01,  +6.17515350e+02,  +2.01445372e+02,  +9.74176000e-01,  +9.73717904e-01,  +3.01741974e+01,  +2.26361677e+01,  +4.81924310e+01,  +1.84261742e+01,  +9.86554642e-01,  +1.91614260e-01,  +2.44737185e+00,  +2.44724619e+00,  +8.15299551e-05,  +5.95534890e-03,  +2.36520024e-03,  +3.31582333e-03,  -1.68981729e-03,  +4.71225702e-04,  +2.37322969e-05,  +1.62961253e-03,  -8.18067665e-04,
   +3.34683773e-01,  +6.27908339e+02,  +2.04735024e+02,  +9.76777969e-01,  +9.76334669e-01,  +3.02547910e+01,  +2.26876072e+01,  +4.83501536e+01,  +1.84760975e+01,  +9.86206299e-01,  +1.91628087e-01,  +2.44840114e+00,  +2.44828725e+00,  +8.15556704e-05,  +5.90268625e-03,  +2.35175884e-03,  +3.28887443e-03,  -1.67690871e-03,  +4.61024542e-04,  +2.34589571e-05,  +1.58723804e-03,  -8.03017298e-04,
   +3.40285482e-01,  +6.38417841e+02,  +2.08061278e+02,  +9.79376472e-01,  +9.78947565e-01,  +3.03352772e+01,  +2.27389692e+01,  +4.85077154e+01,  +1.85259657e+01,  +9.85867216e-01,  +1.91642484e-01,  +2.44941591e+00,  +2.44931333e+00,  +8.15810205e-05,  +5.85019349e-03,  +2.33806535e-03,  +3.26187834e-03,  -1.66382278e-03,  +4.51025172e-04,  +2.31852898e-05,  +1.54594971e-03,  -7.88050822e-04,
   +3.45949458e-01,  +6.49044165e+02,  +2.11423905e+02,  +9.81969505e-01,  +9.81554553e-01,  +3.04155940e+01,  +2.27902143e+01,  +4.86649940e+01,  +1.85757355e+01,  +9.85534021e-01,  +1.91656810e-01,  +2.45041631e+00,  +2.45032456e+00,  +8.16060088e-05,  +5.79786963e-03,  +2.32406794e-03,  +3.23519296e-03,  -1.65056898e-03,  +4.41247862e-04,  +2.29113885e-05,  +1.50567424e-03,  -7.73188745e-04,
   +3.51675850e-01,  +6.59787588e+02,  +2.14823401e+02,  +9.84555192e-01,  +9.84153795e-01,  +3.04956833e+01,  +2.28413058e+01,  +4.88218748e+01,  +1.86253766e+01,  +9.85210356e-01,  +1.91671796e-01,  +2.45140254e+00,  +2.45132122e+00,  +8.16306409e-05,  +5.74554394e-03,  +2.30971844e-03,  +3.20893416e-03,  -1.63712672e-03,  +4.31710008e-04,  +2.26384765e-05,  +1.46625930e-03,  -7.58429277e-04,
   +3.57464791e-01,  +6.70648360e+02,  +2.18259474e+02,  +9.87132021e-01,  +9.86743764e-01,  +3.05754981e+01,  +2.28922139e+01,  +4.89782650e+01,  +1.86748545e+01,  +9.84892698e-01,  +1.91686789e-01,  +2.45237497e+00,  +2.45230367e+00,  +8.16549259e-05,  +5.69311684e-03,  +2.29500170e-03,  +3.18302758e-03,  -1.62349713e-03,  +4.22428312e-04,  +2.23667318e-05,  +1.42768212e-03,  -7.43805975e-04,
   +3.63316396e-01,  +6.81626698e+02,  +2.21732552e+02,  +9.89698534e-01,  +9.89323067e-01,  +3.06549935e+01,  +2.29429102e+01,  +4.91340751e+01,  +1.87241462e+01,  +9.84584234e-01,  +1.91702445e-01,  +2.45333402e+00,  +2.45327231e+00,  +8.16788742e-05,  +5.64062451e-03,  +2.27992886e-03,  +3.15722298e-03,  -1.60972798e-03,  +4.13392368e-04,  +2.20968242e-05,  +1.39002477e-03,  -7.29346376e-04,
   +3.69230762e-01,  +6.92722785e+02,  +2.25242303e+02,  +9.92253971e-01,  +9.91891019e-01,  +3.07341458e+01,  +2.29933799e+01,  +4.92892580e+01,  +1.87732313e+01,  +9.84281329e-01,  +1.91718078e-01,  +2.45427993e+00,  +2.45422742e+00,  +8.17024923e-05,  +5.58805639e-03,  +2.26453439e-03,  +3.13124292e-03,  -1.59581277e-03,  +4.04573925e-04,  +2.18283042e-05,  +1.35334374e-03,  -7.15037850e-04,
   +3.75207972e-01,  +7.03936773e+02,  +2.28789190e+02,  +9.94799338e-01,  +9.94448734e-01,  +3.08129862e+01,  +2.30436431e+01,  +4.94438737e+01,  +1.88221349e+01,  +9.83987249e-01,  +1.91734320e-01,  +2.45521256e+00,  +2.45516887e+00,  +8.17257764e-05,  +5.53540138e-03,  +2.24882864e-03,  +3.10500627e-03,  -1.58167467e-03,  +3.95938372e-04,  +2.15611105e-05,  +1.31763506e-03,  -7.00864409e-04,
   +3.81248088e-01,  +7.15268780e+02,  +2.32372949e+02,  +9.97336311e-01,  +9.96997893e-01,  +3.08915665e+01,  +2.30937331e+01,  +4.95980231e+01,  +1.88708849e+01,  +9.83698943e-01,  +1.91750562e-01,  +2.45613170e+00,  +2.45609649e+00,  +8.17487216e-05,  +5.48268744e-03,  +2.23279101e-03,  +3.07860755e-03,  -1.56727304e-03,  +3.87467980e-04,  +2.12946340e-05,  +1.28283683e-03,  -6.86822492e-04,
   +3.87351154e-01,  +7.26718890e+02,  +2.35994005e+02,  +9.99865729e-01,  +9.99539352e-01,  +3.09699129e+01,  +2.31436667e+01,  +4.97517563e+01,  +1.89195024e+01,  +9.83419626e-01,  +1.91767455e-01,  +2.45703758e+00,  +2.45701053e+00,  +8.17713337e-05,  +5.42989893e-03,  +2.21639014e-03,  +3.05228354e-03,  -1.55263047e-03,  +3.79171675e-04,  +2.10296079e-05,  +1.24888823e-03,  -6.72915486e-04,
   +3.93517195e-01,  +7.38287149e+02,  +2.39651944e+02,  +1.00238803e+00,  +1.00207345e+00,  +3.10480387e+01,  +2.31934527e+01,  +4.99050988e+01,  +1.89679901e+01,  +9.83145843e-01,  +1.91784388e-01,  +2.45793098e+00,  +2.45791177e+00,  +8.17936323e-05,  +5.37710862e-03,  +2.19963169e-03,  +3.02613455e-03,  -1.53778673e-03,  +3.71086079e-04,  +2.07668663e-05,  +1.21568775e-03,  -6.59135923e-04,
   +3.99746218e-01,  +7.49973570e+02,  +2.43346965e+02,  +1.00490328e+00,  +1.00460021e+00,  +3.11259463e+01,  +2.32430929e+01,  +5.00580544e+01,  +1.90163517e+01,  +9.82879822e-01,  +1.91801916e-01,  +2.45881334e+00,  +2.45880172e+00,  +8.18156533e-05,  +5.32444179e-03,  +2.18255840e-03,  +2.99984251e-03,  -1.52277001e-03,  +3.63227705e-04,  +2.05080137e-05,  +1.18302143e-03,  -6.45455240e-04,
   +4.06038209e-01,  +7.61778127e+02,  +2.47078595e+02,  +1.00741107e+00,  +1.00711913e+00,  +3.12036228e+01,  +2.32925792e+01,  +5.02105971e+01,  +1.90645731e+01,  +9.82618008e-01,  +1.91819404e-01,  +2.45968538e+00,  +2.45968111e+00,  +8.18374149e-05,  +5.27189835e-03,  +2.16521986e-03,  +2.97301415e-03,  -1.50761244e-03,  +3.55608746e-04,  +2.02535131e-05,  +1.15088043e-03,  -6.31881152e-04,
   +4.12393135e-01,  +7.73700757e+02,  +2.50847340e+02,  +1.00991117e+00,  +1.00963001e+00,  +3.12810612e+01,  +2.33419073e+01,  +5.03627125e+01,  +1.91126568e+01,  +9.82363756e-01,  +1.91837422e-01,  +2.46054605e+00,  +2.46054882e+00,  +8.18588908e-05,  +5.21946903e-03,  +2.14762032e-03,  +2.94546026e-03,  -1.49234215e-03,  +3.48242701e-04,  +2.00037569e-05,  +1.11952525e-03,  -6.18433295e-04,
