%    ___                              _ _    _     
%   / __|___ _ __  _ __ _ _ ___ _____(_) |__| |___ 
%  | (__/ _ \ '  \| '_ \ '_/ -_|_-<_-< | '_ \ / -_)
%   \___\___/_|_|_| .__/_| \___/__/__/_|_.__/_\___|
%                 |_|                              
%   _            _         _         _        _                       _ 
%  | |_ _  _ _ _| |__ _  _| |___ _ _| |_   __| |_  __ _ _ _  _ _  ___| |
%  |  _| || | '_| '_ \ || | / -_) ' \  _| / _| ' \/ _` | ' \| ' \/ -_) |
%   \__|\_,_|_| |_.__/\_,_|_\___|_||_\__| \__|_||_\__,_|_||_|_||_\___|_|
%                                                                       
%      _      _        
%   __| |__ _| |_ __ _ 
%  / _` / _` |  _/ _` |
%  \__,_\__,_|\__\__,_|
%
%  Compressible turbulent channel data
%    by
%    Andrew Trettel and Johan Larsson
%    University of Maryland, College Park
%
%  Point of contact:
%    Andrew Trettel
%    andrew.trettel@gmail.com
%    University of California, Los Angeles
%    Department of Mechanical and Aerospace Engineering
%
%  Literature source:
%  "Mean velocity scaling for compressible wall turbulence with heat transfer"
%  Trettel, Andrew and Larsson, Johan, Physics of Fluids, 28, 026102 (2016),
%  DOI:http://dx.doi.org/10.1063/1.4942022
%
%  Notation used:
%     X'   - Fluctuation from Reynolds decomposition
%     X''  - Fluctuation from Favre decomposition
%    <X>   - Reynolds-averaged quantity
%    <X>_f - Favre-averaged quantity
%
%
%  Processed on 2016-11-23.
%
%     paper = M4.0R200
%  casename = c4e 
%   Ma_bulk = +4.00192138e+00 
%   Re_bulk = +1.00000000e+04 
%        Pr = +7.00000000e-01 
%     gamma = +1.40000000e+00 
%         R = +4.46000000e-02 
%     omega = +7.50000000e-01 
%
%       n_x = 1260 
%       n_y = 384 
%       n_z = 644 
%
%       T_w = +1.00000000e+00 
%     rho_w = +3.44921321e+00 
%      mu_w = +1.00000000e-04 
%     tau_w = +3.00136051e-03 
%       u_e = +1.13728265e+00 
%       T_e = +3.63740111e+00 
%     rho_e = +9.50891957e-01 
%      mu_e = +2.63386430e-04 
%
%     u_tau = +2.94984408e-02 
%      l_nu = +9.82835642e-04 
%     T_tau = -1.88954747e-01 
%
%       B_q = -1.88954747e-01 
%       q_w = -3.00109548e-03 
%
%    Re_tau = +1.01746412e+03 
%   Re_tau* = +2.02829571e+02 
%    Ma_tau = +1.18050441e-01 
%
%
%  Descriptions of columns
%  ( 1)               y: Wall-normal coordinate
%  ( 2)              y+: Wall-normal coordinate, scaled by viscous units
%  ( 3)            Y+tl: Wall-normal coordinate, transformed by the Trettel-Larsson transformation (semi-local scaling)
%  ( 4)             <u>: Reynolds-averaged streamwise velocity
%  ( 5)           <u>_f: Favre-averaged streamwise velocity
%  ( 6)              u+: Reynolds-averaged streamwise velocity, scaled by viscous units
%  ( 7)            U+vd: Reynolds-averaged streamwise velocity, transformed by the Van Driest transformation
%  ( 8)            U+vs: Reynolds-averaged streamwise velocity, transformed by the viscous sublayer transformation
%  ( 9)            U+tl: Reynolds-averaged streamwise velocity, transformed by the Trettel-Larsson transformation
%  (10)           <rho>: Reynolds-averaged density
%  (11)             <P>: Reynolds-averaged pressure
%  (12)             <T>: Reynolds-averaged temperature
%  (13)           <T>_f: Favre-averaged temperature
%  (14)              mu: Viscosity function evaluated at the Reynolds-averaged temperature
%  (15)      <u''u''>_f: Favre-averaged streamwise velocity fluctuations squared
%  (16)      <v''v''>_f: Favre-averaged wall-normal velocity fluctuations squared
%  (17)      <w''w''>_f: Favre-averaged spanwise velocity fluctuations squared
%  (18)      <u''v''>_f: Favre-averaged Reynolds shear stress
%  (19)      <rho'rho'>: Reynolds-averaged density fluctuations squared
%  (20)          <P'P'>: Reynolds-averaged pressure fluctuations squared
%  (21)      <T''T''>_f: Favre-averaged temperature fluctuations squared
%  (22)      <T''v''>_f: 
%
%
%                y,               y+,             Y+tl,              <u>,            <u>_f,               u+,             U+vd,             U+vs,             U+tl,            <rho>,              <P>,              <T>,            <T>_f,               mu,       <u''u''>_f,       <v''v''>_f,       <w''w''>_f,       <u''v''>_f,       <rho'rho'>,           <P'P'>,       <T''T''>_f,       <T''v''>_f,
   +2.79453392e-01,  +2.84333799e+02,  +5.83563158e+01,  +9.76370710e-01,  +9.74850741e-01,  +3.30990616e+01,  +2.18041148e+01,  +6.61079670e+01,  +1.58018862e+01,  +9.69200095e-01,  +1.53120399e-01,  +3.54364269e+00,  +3.54230104e+00,  +2.58277947e-04,  +9.23776678e-03,  +2.33384488e-03,  +3.59802101e-03,  -2.08654963e-03,  +1.20824862e-03,  +3.30082202e-05,  +1.16780301e-02,  -2.03138347e-03,
   +2.84360317e-01,  +2.89326419e+02,  +5.93353790e+01,  +9.78640551e-01,  +9.77181459e-01,  +3.31760094e+01,  +2.18448975e+01,  +6.63067517e+01,  +1.58408683e+01,  +9.68596797e-01,  +1.53122133e-01,  +3.54580328e+00,  +3.54454726e+00,  +2.58396047e-04,  +9.09631394e-03,  +2.33323120e-03,  +3.57736208e-03,  -2.07482988e-03,  +1.17656525e-03,  +3.27443789e-05,  +1.13125494e-02,  -1.99829351e-03,
   +2.89312791e-01,  +2.94365383e+02,  +6.03235642e+01,  +9.80894616e-01,  +9.79493981e-01,  +3.32524225e+01,  +2.18853843e+01,  +6.65042443e+01,  +1.58795983e+01,  +9.68014713e-01,  +1.53125248e-01,  +3.54792485e+00,  +3.54675055e+00,  +2.58511996e-04,  +8.95773644e-03,  +2.33165397e-03,  +3.55596233e-03,  -2.06279272e-03,  +1.14602401e-03,  +3.24745017e-05,  +1.09587693e-02,  -1.96542668e-03,
   +2.94310916e-01,  +2.99450797e+02,  +6.13206928e+01,  +9.83134083e-01,  +9.81789452e-01,  +3.33283406e+01,  +2.19255969e+01,  +6.67005450e+01,  +1.59180882e+01,  +9.67446993e-01,  +1.53128742e-01,  +3.55000903e+00,  +3.54891258e+00,  +2.58625885e-04,  +8.82193615e-03,  +2.32914539e-03,  +3.53387235e-03,  -2.05044684e-03,  +1.11651995e-03,  +3.21956183e-05,  +1.06160885e-02,  -1.93276750e-03,
   +2.99354790e-01,  +3.04582758e+02,  +6.23269667e+01,  +9.85359872e-01,  +9.84069021e-01,  +3.34037951e+01,  +2.19655525e+01,  +6.68957320e+01,  +1.59563604e+01,  +9.66899004e-01,  +1.53133544e-01,  +3.55205714e+00,  +3.55103501e+00,  +2.58737787e-04,  +8.68893207e-03,  +2.32573073e-03,  +3.51115042e-03,  -2.03780298e-03,  +1.08800499e-03,  +3.19105734e-05,  +1.02839167e-02,  -1.90029898e-03,
   +3.04444498e-01,  +3.09761353e+02,  +6.33422134e+01,  +9.87572604e-01,  +9.86333274e-01,  +3.34788069e+01,  +2.20052625e+01,  +6.70898572e+01,  +1.59944180e+01,  +9.66364251e-01,  +1.53138675e-01,  +3.55407017e+00,  +3.55311883e+00,  +2.58847756e-04,  +8.55884151e-03,  +2.32145114e-03,  +3.48788319e-03,  -2.02488489e-03,  +1.06040719e-03,  +3.16167645e-05,  +9.96180571e-03,  -1.86801708e-03,
   +3.09580121e-01,  +3.14986665e+02,  +6.43666408e+01,  +9.89772625e-01,  +9.88582780e-01,  +3.35533878e+01,  +2.20447337e+01,  +6.72829485e+01,  +1.60322738e+01,  +9.65848020e-01,  +1.53145023e-01,  +3.55604885e+00,  +3.55516502e+00,  +2.58955834e-04,  +8.43174368e-03,  +2.31634277e-03,  +3.46416725e-03,  -2.01171339e-03,  +1.03372145e-03,  +3.13172223e-05,  +9.64947220e-03,  -1.83592816e-03,
   +3.14761728e-01,  +3.20258764e+02,  +6.54000835e+01,  +9.91960095e-01,  +9.90817673e-01,  +3.36275433e+01,  +2.20839693e+01,  +6.74750178e+01,  +1.60699234e+01,  +9.65344149e-01,  +1.53151630e-01,  +3.55799356e+00,  +3.55717389e+00,  +2.59062042e-04,  +8.30765918e-03,  +2.31045718e-03,  +3.44013215e-03,  -1.99831611e-03,  +1.00791431e-03,  +3.10099744e-05,  +9.34684599e-03,  -1.80406147e-03,
   +3.19989381e-01,  +3.25577714e+02,  +6.64427558e+01,  +9.94135101e-01,  +9.93038266e-01,  +3.37012762e+01,  +2.21229714e+01,  +6.76660702e+01,  +1.61073754e+01,  +9.64857843e-01,  +1.53159344e-01,  +3.55990446e+00,  +3.55914580e+00,  +2.59166389e-04,  +8.18647856e-03,  +2.30383945e-03,  +3.41592531e-03,  -1.98471030e-03,  +9.82990374e-04,  +3.06983575e-05,  +9.05388411e-03,  -1.77245008e-03,
   +3.25263134e-01,  +3.30943568e+02,  +6.74944964e+01,  +9.96297760e-01,  +9.95244672e-01,  +3.37745905e+01,  +2.21617424e+01,  +6.78561140e+01,  +1.61446251e+01,  +9.64383206e-01,  +1.53167235e-01,  +3.56178153e+00,  +3.56108073e+00,  +2.59268875e-04,  +8.06803021e-03,  +2.29654652e-03,  +3.39170228e-03,  -1.97091154e-03,  +9.58905226e-04,  +3.03808899e-05,  +8.77050146e-03,  -1.74112406e-03,
   +3.30583031e-01,  +3.36356372e+02,  +6.85555155e+01,  +9.98448321e-01,  +9.97437361e-01,  +3.38474948e+01,  +2.22002872e+01,  +6.80451686e+01,  +1.61816836e+01,  +9.63925242e-01,  +1.53176120e-01,  +3.56362488e+00,  +3.56297906e+00,  +2.59369506e-04,  +7.95208967e-03,  +2.28862591e-03,  +3.36756390e-03,  -1.95692108e-03,  +9.35650404e-04,  +3.00609395e-05,  +8.49652436e-03,  -1.71009793e-03,
   +3.35949107e-01,  +3.41816162e+02,  +6.96256414e+01,  +1.00058724e+00,  +9.99616748e-01,  +3.39200042e+01,  +2.22386143e+01,  +6.82332718e+01,  +1.62185521e+01,  +9.63478169e-01,  +1.53185098e-01,  +3.56543476e+00,  +3.56484106e+00,  +2.59468298e-04,  +7.83846441e-03,  +2.28013496e-03,  +3.34354964e-03,  -1.94274003e-03,  +9.13177163e-04,  +2.97372427e-05,  +8.23180898e-03,  -1.67938604e-03,
   +3.41361388e-01,  +3.47322964e+02,  +7.07050694e+01,  +1.00271519e+00,  +1.00178370e+00,  +3.39921422e+01,  +2.22767364e+01,  +6.84204819e+01,  +1.62552485e+01,  +9.63046695e-01,  +1.53194956e-01,  +3.56721168e+00,  +3.56666753e+00,  +2.59565279e-04,  +7.72695830e-03,  +2.27112147e-03,  +3.31963247e-03,  -1.92835995e-03,  +8.91467308e-04,  +2.94130573e-05,  +7.97617620e-03,  -1.64899595e-03,
   +3.46819891e-01,  +3.52876794e+02,  +7.17936125e+01,  +1.00483308e+00,  +1.00393906e+00,  +3.40639389e+01,  +2.23146697e+01,  +6.86068754e+01,  +1.62917814e+01,  +9.62625111e-01,  +1.53204823e-01,  +3.56895633e+00,  +3.56845921e+00,  +2.59660486e-04,  +7.61739304e-03,  +2.26164087e-03,  +3.29575506e-03,  -1.91377567e-03,  +8.70462274e-04,  +2.90872175e-05,  +7.72938409e-03,  -1.61893350e-03,
   +3.52324621e-01,  +3.58477660e+02,  +7.28914501e+01,  +1.00694190e+00,  +1.00608402e+00,  +3.41354280e+01,  +2.23524323e+01,  +6.87925378e+01,  +1.63281735e+01,  +9.62217868e-01,  +1.53215465e-01,  +3.57066961e+00,  +3.57021729e+00,  +2.59753970e-04,  +7.50956669e-03,  +2.25173586e-03,  +3.27183155e-03,  -1.89897439e-03,  +8.50142272e-04,  +2.87626747e-05,  +7.49108245e-03,  -1.58919396e-03,
   +3.57875577e-01,  +3.64125559e+02,  +7.39983844e+01,  +1.00904261e+00,  +1.00821951e+00,  +3.42066423e+01,  +2.23900419e+01,  +6.89775524e+01,  +1.63644346e+01,  +9.61819422e-01,  +1.53226047e-01,  +3.57235250e+00,  +3.57194281e+00,  +2.59845785e-04,  +7.40333077e-03,  +2.24145213e-03,  +3.24778161e-03,  -1.88394831e-03,  +8.30460231e-04,  +2.84380483e-05,  +7.26089617e-03,  -1.55977054e-03,
   +3.63472745e-01,  +3.69820476e+02,  +7.51145891e+01,  +1.01113601e+00,  +1.01034651e+00,  +3.42776087e+01,  +2.24275130e+01,  +6.91619876e+01,  +1.64005839e+01,  +9.61434135e-01,  +1.53237319e-01,  +3.57400597e+00,  +3.57363695e+00,  +2.59935984e-04,  +7.29860677e-03,  +2.23081894e-03,  +3.22353111e-03,  -1.86868801e-03,  +8.11411385e-04,  +2.81157271e-05,  +7.03843665e-03,  -1.53065211e-03,
   +3.69116102e-01,  +3.75562389e+02,  +7.62398702e+01,  +1.01322258e+00,  +1.01246542e+00,  +3.43483436e+01,  +2.24648544e+01,  +6.93458844e+01,  +1.64366234e+01,  +9.61056811e-01,  +1.53248489e-01,  +3.57563079e+00,  +3.57530045e+00,  +2.60024611e-04,  +7.19543391e-03,  +2.21986536e-03,  +3.19902741e-03,  -1.85319783e-03,  +7.92962472e-04,  +2.77940122e-05,  +6.82338197e-03,  -1.50183922e-03,
   +3.74805614e-01,  +3.81351264e+02,  +7.73744107e+01,  +1.01530242e+00,  +1.01457646e+00,  +3.44188503e+01,  +2.25020682e+01,  +6.95292499e+01,  +1.64725605e+01,  +9.60691882e-01,  +1.53260297e-01,  +3.57722749e+00,  +3.57693402e+00,  +2.60111693e-04,  +7.09389150e-03,  +2.20860391e-03,  +3.17421210e-03,  -1.83748563e-03,  +7.75109909e-04,  +2.74748196e-05,  +6.61545359e-03,  -1.47333867e-03,
   +3.80541238e-01,  +3.87187056e+02,  +7.85180291e+01,  +1.01737524e+00,  +1.01667929e+00,  +3.44891192e+01,  +2.25391495e+01,  +6.97120577e+01,  +1.65083847e+01,  +9.60334548e-01,  +1.53271991e-01,  +3.57879632e+00,  +3.57853788e+00,  +2.60197246e-04,  +6.99407196e-03,  +2.19704884e-03,  +3.14902747e-03,  -1.82156770e-03,  +7.57811137e-04,  +2.71562956e-05,  +6.41441197e-03,  -1.44515990e-03,
   +3.86322920e-01,  +3.93069709e+02,  +7.96709137e+01,  +1.01944052e+00,  +1.01877352e+00,  +3.45591324e+01,  +2.25760891e+01,  +6.98942595e+01,  +1.65440926e+01,  +9.59989225e-01,  +1.53284297e-01,  +3.58033751e+00,  +3.58011242e+00,  +2.60281282e-04,  +6.89601207e-03,  +2.18520249e-03,  +3.12340795e-03,  -1.80545280e-03,  +7.41050834e-04,  +2.68400626e-05,  +6.21997601e-03,  -1.41729817e-03,
   +3.92150593e-01,  +3.98999158e+02,  +8.08328821e+01,  +1.02149762e+00,  +1.02085848e+00,  +3.46288683e+01,  +2.26128758e+01,  +7.00757977e+01,  +1.65796679e+01,  +9.59651317e-01,  +1.53296491e-01,  +3.58185128e+00,  +3.58165784e+00,  +2.60363815e-04,  +6.79972299e-03,  +2.17307349e-03,  +3.09730208e-03,  -1.78915312e-03,  +7.24789288e-04,  +2.65242700e-05,  +6.03186019e-03,  -1.38974483e-03,
   +3.98024183e-01,  +4.04975324e+02,  +8.20041148e+01,  +1.02354589e+00,  +1.02293367e+00,  +3.46983048e+01,  +2.26494983e+01,  +7.02566135e+01,  +1.66151049e+01,  +9.59325064e-01,  +1.53309275e-01,  +3.58333795e+00,  +3.58317460e+00,  +2.60444861e-04,  +6.70516868e-03,  +2.16066410e-03,  +3.07065548e-03,  -1.77268022e-03,  +7.09023883e-04,  +2.62104366e-05,  +5.84976473e-03,  -1.36249151e-03,
   +4.03943601e-01,  +4.10998120e+02,  +8.31844223e+01,  +1.02558471e+00,  +1.02499842e+00,  +3.47674209e+01,  +2.26859457e+01,  +7.04366504e+01,  +1.66503873e+01,  +9.59005976e-01,  +1.53321946e-01,  +3.58479781e+00,  +3.58466297e+00,  +2.60524437e-04,  +6.61227528e-03,  +2.14798814e-03,  +3.04341382e-03,  -1.75605420e-03,  +6.93725083e-04,  +2.58969025e-05,  +5.67340183e-03,  -1.33553977e-03,
   +4.09908750e-01,  +4.17067445e+02,  +8.43739785e+01,  +1.02761352e+00,  +1.02705231e+00,  +3.48361978e+01,  +2.27222082e+01,  +7.06158577e+01,  +1.66855110e+01,  +9.58698094e-01,  +1.53335169e-01,  +3.58623111e+00,  +3.58612335e+00,  +2.60602558e-04,  +6.52088713e-03,  +2.13505863e-03,  +3.01550802e-03,  -1.73928698e-03,  +6.78889683e-04,  +2.55852521e-05,  +5.50248095e-03,  -1.30889348e-03,
   +4.15919519e-01,  +4.23183187e+02,  +8.55725953e+01,  +1.02963188e+00,  +1.02909485e+00,  +3.49046205e+01,  +2.27582783e+01,  +7.07941953e+01,  +1.67204632e+01,  +9.58397073e-01,  +1.53348254e-01,  +3.58763786e+00,  +3.58755574e+00,  +2.60679224e-04,  +6.43082676e-03,  +2.12190262e-03,  +2.98688159e-03,  -1.72238456e-03,  +6.64482921e-04,  +2.52740937e-05,  +5.33676041e-03,  -1.28256105e-03,
   +4.21975788e-01,  +4.29345224e+02,  +8.67804525e+01,  +1.03163952e+00,  +1.03112589e+00,  +3.49726796e+01,  +2.27941511e+01,  +7.09716368e+01,  +1.67552446e+01,  +9.58106866e-01,  +1.53361830e-01,  +3.58901779e+00,  +3.58896004e+00,  +2.60754421e-04,  +6.34192265e-03,  +2.10854565e-03,  +2.95750304e-03,  -1.70533673e-03,  +6.50493497e-04,  +2.49650585e-05,  +5.17603817e-03,  -1.25654195e-03,
   +4.28077425e-01,  +4.35553420e+02,  +8.79973715e+01,  +1.03363633e+00,  +1.03314527e+00,  +3.50403716e+01,  +2.28298252e+01,  +7.11481716e+01,  +1.67898486e+01,  +9.57823352e-01,  +1.53375222e-01,  +3.59037043e+00,  +3.59033577e+00,  +2.60828124e-04,  +6.25408396e-03,  +2.09502232e-03,  +2.92739628e-03,  -1.68813031e-03,  +6.36888286e-04,  +2.46569095e-05,  +5.02018414e-03,  -1.23082755e-03,
   +4.34224283e-01,  +4.41807628e+02,  +8.92235320e+01,  +1.03562237e+00,  +1.03515312e+00,  +3.51076988e+01,  +2.28653018e+01,  +7.13238042e+01,  +1.68242820e+01,  +9.57550388e-01,  +1.53389035e-01,  +3.59169537e+00,  +3.59168264e+00,  +2.60900311e-04,  +6.16730573e-03,  +2.08135950e-03,  +2.89663313e-03,  -1.67074941e-03,  +6.23674535e-04,  +2.43512165e-05,  +4.86912618e-03,  -1.20539905e-03,
   +4.40416208e-01,  +4.48107689e+02,  +9.04587483e+01,  +1.03759785e+00,  +1.03714953e+00,  +3.51746677e+01,  +2.29005847e+01,  +7.14985500e+01,  +1.68585434e+01,  +9.57283982e-01,  +1.53402621e-01,  +3.59299236e+00,  +3.59300034e+00,  +2.60970969e-04,  +6.08167570e-03,  +2.06758632e-03,  +2.86533951e-03,  -1.65319082e-03,  +6.10845353e-04,  +2.40468156e-05,  +4.72286274e-03,  -1.18023907e-03,
   +4.46653031e-01,  +4.54453433e+02,  +9.17031835e+01,  +1.03956303e+00,  +1.03913484e+00,  +3.52412872e+01,  +2.29356787e+01,  +7.16724306e+01,  +1.68926423e+01,  +9.57027791e-01,  +1.53416574e-01,  +3.59426149e+00,  +3.59428901e+00,  +2.61040102e-04,  +5.99727855e-03,  +2.05372022e-03,  +2.83366775e-03,  -1.63545538e-03,  +5.98416696e-04,  +2.37451612e-05,  +4.58141688e-03,  -1.15533243e-03,
   +4.52934572e-01,  +4.60844675e+02,  +9.29566340e+01,  +1.04151824e+00,  +1.04110932e+00,  +3.53075691e+01,  +2.29705902e+01,  +7.18454754e+01,  +1.69265799e+01,  +9.56777876e-01,  +1.53430277e-01,  +3.59550306e+00,  +3.59554890e+00,  +2.61107728e-04,  +5.91413094e-03,  +2.03977942e-03,  +2.80178689e-03,  -1.61754955e-03,  +5.86369806e-04,  +2.34450953e-05,  +4.44483596e-03,  -1.13067637e-03,
   +4.59260638e-01,  +4.67281220e+02,  +9.42192439e+01,  +1.04346395e+00,  +1.04307357e+00,  +3.53735290e+01,  +2.30053276e+01,  +7.20177235e+01,  +1.69603685e+01,  +9.56537694e-01,  +1.53444312e-01,  +3.59671762e+00,  +3.59678066e+00,  +2.61173877e-04,  +5.83211825e-03,  +2.02577100e-03,  +2.76986447e-03,  -1.59947436e-03,  +5.74701194e-04,  +2.31479162e-05,  +4.31310901e-03,  -1.10627574e-03,
   +4.65631025e-01,  +4.73762860e+02,  +9.54907989e+01,  +1.04540071e+00,  +1.04502813e+00,  +3.54391852e+01,  +2.30399009e+01,  +7.21892215e+01,  +1.69940127e+01,  +9.56303422e-01,  +1.53458094e-01,  +3.59790577e+00,  +3.59798489e+00,  +2.61238583e-04,  +5.75104280e-03,  +2.01170163e-03,  +2.73808006e-03,  -1.58123487e-03,  +5.63374356e-04,  +2.28524258e-05,  +4.18610884e-03,  -1.08214154e-03,
   +4.72045515e-01,  +4.80289374e+02,  +9.67714327e+01,  +1.04732906e+00,  +1.04697367e+00,  +3.55045565e+01,  +2.30743200e+01,  +7.23600173e+01,  +1.70275262e+01,  +9.56078407e-01,  +1.53472200e-01,  +3.59906822e+00,  +3.59916243e+00,  +2.61301884e-04,  +5.67065886e-03,  +1.99756513e-03,  +2.70660413e-03,  -1.56283366e-03,  +5.52368572e-04,  +2.25596925e-05,  +4.06357382e-03,  -1.05827825e-03,
   +4.78503879e-01,  +4.86860527e+02,  +9.80609229e+01,  +1.04924949e+00,  +1.04891068e+00,  +3.55696594e+01,  +2.31085938e+01,  +7.25301527e+01,  +1.70609128e+01,  +9.55858974e-01,  +1.53486078e-01,  +3.60020580e+00,  +3.60031416e+00,  +2.61363826e-04,  +5.59074399e-03,  +1.98335361e-03,  +2.67557621e-03,  -1.54427671e-03,  +5.41636791e-04,  +2.22683628e-05,  +3.94517625e-03,  -1.03468240e-03,
   +4.85005874e-01,  +4.93476075e+02,  +9.93593864e+01,  +1.05116235e+00,  +1.05083958e+00,  +3.56345056e+01,  +2.31427286e+01,  +7.26996567e+01,  +1.70941821e+01,  +9.55648322e-01,  +1.53500295e-01,  +3.60131958e+00,  +3.60144128e+00,  +2.61424467e-04,  +5.51112741e-03,  +1.96904879e-03,  +2.64505806e-03,  -1.52556459e-03,  +5.31155829e-04,  +2.19791880e-05,  +3.83053875e-03,  -1.01133775e-03,
   +4.91551247e-01,  +5.00135757e+02,  +1.00666584e+02,  +1.05306777e+00,  +1.05276046e+00,  +3.56990993e+01,  +2.31767268e+01,  +7.28685398e+01,  +1.71273313e+01,  +9.55442847e-01,  +1.53514326e-01,  +3.60241078e+00,  +3.60254504e+00,  +2.61483874e-04,  +5.43173519e-03,  +1.95463568e-03,  +2.61502639e-03,  -1.50669798e-03,  +5.20883633e-04,  +2.16906480e-05,  +3.71926742e-03,  -9.88224506e-04,
   +4.98139730e-01,  +5.06839301e+02,  +1.01982614e+02,  +1.05496564e+00,  +1.05467329e+00,  +3.57634375e+01,  +2.32105869e+01,  +7.30367924e+01,  +1.71603625e+01,  +9.55245568e-01,  +1.53528720e-01,  +3.60348072e+00,  +3.60362685e+00,  +2.61542119e-04,  +5.35257285e-03,  +1.94009508e-03,  +2.58537452e-03,  -1.48767133e-03,  +5.10807598e-04,  +2.14032969e-05,  +3.61099369e-03,  -9.65323059e-04,
   +5.04771042e-01,  +5.13586423e+02,  +1.03307231e+02,  +1.05685571e+00,  +1.05657770e+00,  +3.58275110e+01,  +2.32443043e+01,  +7.32043900e+01,  +1.71932658e+01,  +9.55052996e-01,  +1.53542968e-01,  +3.60453065e+00,  +3.60468795e+00,  +2.61599271e-04,  +5.27374875e-03,  +1.92541463e-03,  +2.55595141e-03,  -1.46848116e-03,  +5.00901381e-04,  +2.11156722e-05,  +3.50545743e-03,  -9.42622904e-04,
   +5.11444890e-01,  +5.20376824e+02,  +1.04640530e+02,  +1.05873763e+00,  +1.05847337e+00,  +3.58913081e+01,  +2.32778730e+01,  +7.33713006e+01,  +1.72260387e+01,  +9.54868078e-01,  +1.53557597e-01,  +3.60556167e+00,  +3.60572948e+00,  +2.61655388e-04,  +5.19545428e-03,  +1.91057929e-03,  +2.52658649e-03,  -1.44912118e-03,  +4.91168003e-04,  +2.08284230e-05,  +3.40250369e-03,  -9.20119605e-04,
   +5.18160969e-01,  +5.27210194e+02,  +1.05982271e+02,  +1.06061105e+00,  +1.06035990e+00,  +3.59548173e+01,  +2.33112869e+01,  +7.35374933e+01,  +1.72586709e+01,  +9.54687529e-01,  +1.53572113e-01,  +3.60657464e+00,  +3.60675229e+00,  +2.61710521e-04,  +5.11792803e-03,  +1.89558068e-03,  +2.49712370e-03,  -1.42959028e-03,  +4.81597145e-04,  +2.05404068e-05,  +3.30205620e-03,  -8.97819243e-04,
   +5.24918960e-01,  +5.34086207e+02,  +1.07332554e+02,  +1.06247570e+00,  +1.06223706e+00,  +3.60180291e+01,  +2.33445413e+01,  +7.37029424e+01,  +1.72911611e+01,  +9.54514267e-01,  +1.53587019e-01,  +3.60757029e+00,  +3.60775711e+00,  +2.61764706e-04,  +5.04136023e-03,  +1.88040793e-03,  +2.46742987e-03,  -1.40988923e-03,  +4.72208102e-04,  +2.02524972e-05,  +3.20410712e-03,  -8.75737912e-04,
   +5.31718530e-01,  +5.41004526e+02,  +1.08691151e+02,  +1.06433132e+00,  +1.06410452e+00,  +3.60809348e+01,  +2.33776317e+01,  +7.38676240e+01,  +1.73235007e+01,  +9.54345233e-01,  +1.53601837e-01,  +3.60854902e+00,  +3.60874425e+00,  +2.61817966e-04,  +4.96587242e-03,  +1.86505708e-03,  +2.43741393e-03,  -1.39002951e-03,  +4.63006920e-04,  +1.99638516e-05,  +3.10873729e-03,  -8.53906659e-04,
   +5.38559336e-01,  +5.47964800e+02,  +1.10058176e+02,  +1.06617756e+00,  +1.06596199e+00,  +3.61435225e+01,  +2.34105520e+01,  +7.40315064e+01,  +1.73556879e+01,  +9.54183371e-01,  +1.53617046e-01,  +3.60951085e+00,  +3.60971378e+00,  +2.61870304e-04,  +4.89152575e-03,  +1.84952385e-03,  +2.40702056e-03,  -1.37002805e-03,  +4.54017860e-04,  +1.96755435e-05,  +3.01602992e-03,  -8.32359393e-04,
   +5.45441019e-01,  +5.54966666e+02,  +1.11433422e+02,  +1.06801389e+00,  +1.06780889e+00,  +3.62057742e+01,  +2.34432928e+01,  +7.41945410e+01,  +1.73877098e+01,  +9.54025864e-01,  +1.53632176e-01,  +3.61045546e+00,  +3.61066533e+00,  +2.61921701e-04,  +4.81837467e-03,  +1.83381365e-03,  +2.37624504e-03,  -1.34990958e-03,  +4.45236353e-04,  +1.93870584e-05,  +2.92601351e-03,  -8.11121504e-04,
   +5.52363209e-01,  +5.62009746e+02,  +1.12817015e+02,  +1.06983955e+00,  +1.06964453e+00,  +3.62676643e+01,  +2.34758408e+01,  +7.43566602e+01,  +1.74195576e+01,  +9.53875594e-01,  +1.53647676e-01,  +3.61138234e+00,  +3.61159846e+00,  +2.61972130e-04,  +4.74646908e-03,  +1.81793429e-03,  +2.34513874e-03,  -1.32969525e-03,  +4.36669748e-04,  +1.90996584e-05,  +2.83864474e-03,  -7.90195406e-04,
   +5.59325522e-01,  +5.69093649e+02,  +1.14208743e+02,  +1.07165366e+00,  +1.07146797e+00,  +3.63291628e+01,  +2.35081803e+01,  +7.45177844e+01,  +1.74512126e+01,  +9.53729795e-01,  +1.53663082e-01,  +3.61229104e+00,  +3.61251277e+00,  +2.62021568e-04,  +4.67585433e-03,  +1.80190360e-03,  +2.31380498e-03,  -1.30940088e-03,  +4.28301330e-04,  +1.88129971e-05,  +2.75381358e-03,  -7.69561968e-04,
   +5.66327560e-01,  +5.76217972e+02,  +1.15608709e+02,  +1.07345534e+00,  +1.07327842e+00,  +3.63902399e+01,  +2.35402958e+01,  +7.46778342e+01,  +1.74826632e+01,  +9.53591073e-01,  +1.53678814e-01,  +3.61318141e+00,  +3.61340819e+00,  +2.62070004e-04,  +4.60652692e-03,  +1.78574041e-03,  +2.28234749e-03,  -1.28902509e-03,  +4.20128842e-04,  +1.85282645e-05,  +2.67136730e-03,  -7.49188138e-04,
